paper_name,Gramatika i pravopis,Strane reči,Skraćenice,Argumentacija,Konciznost rečenice,Jasnoća rečenica,Aktiv i pasiv,Početak rečenice,Sadržaj rečenice,Korišćenje vremena,Zarezi,Interpunkcija,Konciznost paragrafa,Organizacija paragrafa,Konzistentnost,Repetitivnost,Bespotrebni detalji,Odnos teksta i teme rada,Nekonciznost,Korišćenje ličnih zamenica,Širi problem,Osnovni koncepti,Značaj rešenja,Pozicioniranje užeg problema u širem kontekstu,Opis fokusa rada,Opis koristi rešenja,Opis problema domena,Zahtevi,Opis drugačijih rešenja,Argumentacija odabranog rešenja,Opis koncepata rešenja,Definisani koncepti,Višak koncepata,Opis rešenja koncepata,Opis rešenja na opštijem nivou,Inicijalno predstavljanje strukture sistema,Opis svake celine strukture rešenja,Preciznost,Visok nivo apstrakcije,Teorijske osnove,Problem,Konciznost,Dovoljno detalja,Vreme pisanja,Struktura opisa rezultata,Diskusija o rezultatima,Finalni paragraf
Rad_6,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,1,0,0,0,2,2,2,0,2,2,2,2,2,2,0,2,1,2,2,2,1
Rad_7,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,0,0,2,2,2,0,2,2,2,2,1,2,0,2,2,2,2,2,1
Rad_1,2,0,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,1,2,2,1,1,1,0,0,1,2,2,2,1,2,2,2,2,2,2,0,2,1,2,2,1,1
Rad_2,2,1,1,1,1,2,1,2,2,2,2,2,2,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,1,1,2,1,2,1,2,2,2,2,1,2,0,2,1,2,2,2,2
Rad_3,2,0,1,1,1,2,1,2,2,2,2,2,2,1,2,2,1,2,2,1,2,1,2,2,1,2,0,2,1,1,2,2,2,0,1,2,2,2,1,2,0,2,2,2,2,2,0
Rad_4,1,1,1,2,1,1,1,1,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,1,1,2,2,0,1,2,2,2,1,2,2,2,2,1,2,0,2,2,2,2,1,0
Rad_5,1,0,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,2,0,0,0,0,0,0,1,0,0,0,2,2,2,0,2,2,2,2,1,2,0,2,1,2,2,1,1
Rad_8,2,0,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,1,0,2,2,2,2,2,0,2,2,2,2,1,2,0,2,2,2,2,2,1
Rad_9,2,0,1,2,1,2,1,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2,1,2,2,1,1,0,1,1,1,1,2,0,1,0,1,2,1,2,0,2,2,2,2,2,0
Rad_10,1,1,1,1,2,2,2,1,2,2,1,2,2,1,1,1,2,2,2,2,2,1,2,2,1,1,0,0,1,2,1,1,2,0,0,1,2,2,1,2,0,2,2,2,2,1,0
Rad_12,1,0,1,1,1,1,1,2,2,1,1,2,1,1,0,1,1,2,1,2,0,0,0,0,0,1,0,0,0,0,1,1,2,0,2,2,1,1,2,2,0,2,1,2,2,1,0
Rad_14,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,1,1,0,1,1,2,2,2,0,0,0,0,1,2,2,1,0,0,0,0,0,0
Rad_15,1,0,1,1,1,1,1,2,1,1,1,2,1,1,0,1,1,2,1,1,1,1,1,2,2,2,2,1,1,1,2,2,2,0,2,2,2,2,1,2,0,2,1,2,2,2,1
Rad_16,2,0,1,1,1,2,1,1,2,1,1,2,2,1,1,1,1,2,1,0,2,2,1,2,2,1,1,2,2,2,1,1,2,0,2,2,2,2,2,2,0,2,1,2,2,2,0
Rad_17,1,0,1,2,1,1,1,2,2,2,1,2,1,1,1,1,2,2,2,2,2,1,2,2,1,2,2,2,0,1,2,2,2,1,2,2,2,2,1,2,0,2,2,2,2,2,0
Rad_18,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,0,0,2,2,2,1,2,2,2,2,2,2,0,2,2,2,2,1,0
Rad_19,2,0,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,1,2,2,1,1,1,0,0,2,2,2,0,2,2,2,2,1,2,0,2,2,2,2,1,0
Rad_20,2,1,1,2,1,2,2,1,2,2,1,2,2,1,1,1,2,2,1,2,2,1,2,2,2,2,1,0,0,0,2,2,2,1,2,2,2,2,1,2,0,2,2,2,2,2,1
Rad_21,1,0,1,2,1,1,1,2,2,2,1,2,1,1,1,1,2,2,1,2,2,1,2,2,2,2,1,0,2,1,2,2,2,0,2,2,2,2,1,2,0,2,1,2,2,2,0
Rad_22,1,1,1,2,1,1,1,2,2,2,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,1,0,2,1,1,2,2,1,0,2,1,2,2,0,0,0,2,1,2,2,1,0
Rad_24,1,0,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,0,1,1,1,2,2,1,0,0,1,0,0,0,2,0,1,2,2,2,1,2,0,1,1,2,2,2,0
Rad_26,2,1,1,1,1,2,1,1,2,1,2,2,1,1,1,1,1,2,1,1,2,1,1,2,1,1,1,1,1,2,1,1,2,0,0,0,1,1,1,2,0,2,2,2,2,2,0
Rad_27,1,0,2,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,1,1,1,2,2,1,1,0,1,1,1,1,2,0,2,1,2,2,1,2,0,2,1,2,2,2,0
Rad_28,2,0,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,1,1,2,2,1,1,0,2,1,1,2,2,2,0,2,2,1,1,2,2,0,2,2,2,2,2,1
Rad_30,2,0,2,2,1,2,1,2,2,2,2,2,2,1,1,1,2,2,1,2,2,1,2,2,1,2,2,1,0,0,2,2,2,0,2,2,2,2,1,2,0,2,2,2,2,2,2
Rad_34,2,0,1,1,1,2,1,2,2,2,2,2,1,1,0,1,1,2,2,0,1,1,1,2,0,1,1,0,0,0,1,1,1,0,1,1,2,2,1,2,0,2,1,2,2,1,0
Rad_33,2,0,1,2,1,1,1,2,2,2,1,2,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,2,0,1,1,2,0,0,0,1,2,0,1,0,2,2,2,2,2,0
Rad_29,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,0,2,0,1,2,0,2,0,2,2,2,2,2,1
Rad_31,1,0,1,2,1,1,1,2,2,2,1,2,1,1,1,1,2,2,1,1,2,2,1,2,1,1,2,0,0,0,2,2,2,0,1,0,1,2,1,2,0,2,1,2,2,2,1
Rad_32,1,0,1,1,1,1,1,2,2,1,1,2,1,1,0,0,1,2,1,1,2,1,1,2,1,2,1,1,0,0,1,1,2,0,1,2,2,2,1,2,0,2,2,2,2,1,0
Rad_35,2,0,1,1,1,2,1,1,2,2,2,2,2,1,1,1,2,2,2,2,1,0,1,1,2,2,1,2,1,1,1,1,2,0,2,2,2,2,2,2,0,2,2,2,2,2,1
Rad_36,1,0,1,1,1,1,1,2,1,1,1,2,1,0,1,1,1,2,1,0,1,1,1,1,1,1,1,0,1,1,1,0,2,0,1,1,1,1,0,1,0,1,1,2,1,1,0
Rad_37,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,2,1,2,2,2,1,1,2,0,1,2,2,2,2,2,0,2,2,2,2,2,1
Rad_38,2,0,1,2,1,2,1,2,2,2,2,2,2,1,1,1,1,2,1,1,2,1,2,2,1,1,2,2,0,1,2,2,2,1,2,1,2,2,1,2,0,2,2,2,2,2,0
Rad_39,1,0,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,2,2,2,2,1,2,0,2,2,2,2,1,0
Rad_40,2,1,2,2,1,2,1,2,2,2,2,2,2,1,1,2,1,2,1,1,2,2,1,2,1,1,1,1,2,2,1,1,2,1,1,2,2,2,1,2,0,2,2,2,2,2,0
Rad_41,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,1,2,2,1,1,2,1,0,0,1,1,2,0,2,2,2,2,1,2,0,2,1,2,2,2,1
Rad_45,2,0,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,1,1,0,0,0,2,2,2,1,2,2,2,2,2,2,0,2,2,2,2,1,1
Rad_47,2,0,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,2,1,2,2,2,2,1,0,0,0,1,1,2,0,2,2,2,2,2,2,0,2,2,2,2,1,1
Rad_48,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,1,2,2,1,2,2,0,1,1,2,2,2,1,2,2,1,1,2,2,0,2,2,2,2,2,2
Rad_54,2,0,1,1,1,1,1,2,1,2,1,2,1,1,1,1,1,2,1,1,1,1,0,1,1,0,1,1,1,2,2,1,2,0,1,2,1,2,1,2,0,2,2,2,2,2,1
Rad_43,2,0,2,1,1,2,1,1,2,2,1,2,1,1,2,1,1,2,1,1,2,1,2,2,1,1,1,2,1,0,1,2,2,0,2,2,2,2,2,2,0,2,2,2,2,1,0
Rad_42,1,0,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,0,1,1,2,1,1,1,2,2,1,1,2,0,2,2,2,2,2,2,0,2,1,1,2,2,0
Rad_44,1,1,1,0,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,0,1,1,1,1,2,0,1,2,2,2,1,2,0,1,1,2,2,1,0
Rad_46,2,1,2,2,2,2,2,0,2,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,1,1,1,2,2,2,0,2,2,2,2,2,2,0,2,2,1,2,2,1
Rad_50,2,0,2,1,1,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,2,2,2,2,1,1,1,2,1,1,2,0,1,1,1,1,1,1,0,2,1,2,2,1,0
Rad_51,2,1,2,2,1,1,1,2,2,1,1,2,1,1,2,1,1,2,1,2,2,1,2,2,1,2,2,1,2,2,1,1,2,1,2,2,2,2,1,2,0,2,2,2,2,2,0
Rad_52,1,0,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,2,1,1,2,0,1,2,2,1,1,2,0,2,1,2,2,2,0
Rad_49,2,0,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,0,0,1,1,1,2,0,2,1,2,2,2,2,0,2,1,2,2,2,0
Rad_53,1,0,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,2,1,0,1,1,1,1,1,1,1,1,1,1,2,0,2,2,2,2,1,2,0,1,2,1,1,1,0
Rad_55,2,0,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,1,0,1,1,0,1,1,1,2,1,2,2,2,2,1,2,0,2,2,2,2,2,0
Rad_56,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,2,1,0,0,0,0,2,2,2,1,2,2,2,2,1,2,0,2,2,2,2,2,1
Rad_57,1,0,1,0,1,1,1,1,2,1,1,2,1,1,0,1,0,2,1,0,1,1,1,2,1,1,1,2,1,1,1,1,2,0,2,1,1,2,1,1,0,2,2,2,2,1,0
Rad_58,2,0,1,1,1,2,1,2,2,1,2,2,1,1,1,2,2,2,2,0,0,0,0,0,0,0,1,1,1,1,2,2,2,0,1,2,2,2,1,2,0,1,1,2,2,1,1
Rad_59,1,0,1,2,1,1,2,2,2,2,1,2,1,1,1,1,1,2,1,2,2,2,1,2,2,1,1,0,0,0,2,2,2,1,2,2,1,2,1,2,0,2,2,2,2,2,2
Rad_60,2,0,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,0,0,1,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,2,0
Rad_62,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,0,0,1,1,2,2,2,0,2,2,2,2,1,2,0,2,2,2,2,2,0
Rad_74,2,0,1,1,1,2,1,2,1,2,2,2,1,1,1,1,2,2,1,0,1,1,1,2,2,0,1,2,2,1,0,1,2,0,2,2,2,2,2,2,0,2,2,2,2,1,0
Rad_61,2,0,1,2,1,1,2,2,2,2,2,2,1,1,1,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,2,0,2,2,2,2,1,2,0,2,2,2,2,2,1
Rad_63,1,0,1,2,1,1,1,2,2,1,1,2,1,1,1,1,2,2,1,2,1,1,0,2,1,0,1,0,0,0,2,2,2,0,2,2,2,2,2,2,0,2,2,2,2,1,1
Rad_64,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,1,1,2,0,0,0,1,2,2,0,2,2,2,2,2,2,0,2,1,2,2,2,0
Rad_65,2,0,1,1,1,2,1,2,2,2,2,2,2,1,1,2,1,2,2,2,1,1,1,1,1,1,1,2,1,1,2,2,2,0,1,2,2,2,1,2,0,2,2,2,2,2,0
Rad_66,2,0,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,0,0,0,1,1,1,1,2,0,2,2,2,2,1,2,0,2,2,2,2,2,0
Rad_67,2,0,1,2,1,2,1,2,2,2,2,2,2,1,2,1,1,2,2,2,0,0,0,0,0,0,1,2,2,2,2,2,2,0,1,2,2,2,1,2,0,2,2,2,2,1,0
Rad_68,2,0,1,1,1,1,1,0,1,1,1,2,1,1,1,1,1,2,1,0,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,1,1,2,2,0,2,2,2,2,2,0
Rad_69,1,0,1,1,1,1,1,2,1,1,1,2,1,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,0,1,2,2,2,1,2,0,1,2,2,1,2,0
Rad_71,2,0,1,1,1,1,1,2,2,1,1,2,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,2,1,1,2,2,2,0,2,2,2,2,1,1,0,2,1,1,2,2,1
Rad_72,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,2,2,2,1,1,2,0,2,2,2,2,2,2,0,2,2,2,2,2,1
Rad_70,2,0,1,1,1,2,1,2,2,2,1,2,1,1,1,1,1,2,1,1,1,1,2,2,1,2,1,0,0,1,2,2,2,0,2,2,2,2,1,2,0,2,1,2,2,1,0
Rad_73,1,0,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,2,1,0,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,1,1,0,2,2,2,2,2,0
Rad_75,2,0,1,1,1,2,1,2,2,2,1,2,1,1,1,1,1,2,1,2,2,1,2,2,2,1,2,2,1,1,1,1,2,1,1,1,1,1,0,1,0,2,1,2,2,2,0
Rad_76,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,0,0,0,1,1,2,0,2,2,2,2,1,2,0,2,2,2,2,2,1
Rad_77,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,0,1,2,2,2,1,2,2,1,2,2,2,0,2,2,2,2,2,0
Rad_11,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,1,2,1,1,1,2,2,2,2,1,1,2,2,2,1,2,0,2,2,2,2,2,0
Rad_13,1,0,1,1,1,1,1,2,2,1,1,2,1,1,0,1,1,2,1,1,1,0,1,1,2,1,0,0,0,0,0,0,2,0,1,2,2,2,1,2,0,2,1,2,2,1,1
Rad_23,2,0,1,1,1,2,1,2,2,2,2,1,1,1,1,1,2,2,1,2,1,0,1,1,2,2,1,1,2,1,1,1,2,0,0,0,0,1,0,0,1,2,2,2,2,1,0
Rad_25,1,0,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,1,2,1,1,1,2,2,1,0,0,1,1,2,2,2,0,2,2,2,2,1,2,0,2,1,2,2,2,1
Rad_78,1,0,2,1,1,1,1,2,0,1,1,2,1,0,0,1,1,2,1,1,1,0,1,0,1,1,0,0,0,0,1,1,2,0,1,1,1,1,1,2,0,1,0,2,1,1,0
